variant,block_label,repetition,block,stage,seconds
sync,int4;blocks=36;matmul=4096,3,11,h2d,0.005356832
sync,int4;blocks=36;matmul=4096,3,12,h2d,0.005373760
sync,int4;blocks=36;matmul=4096,3,13,h2d,0.005356736
sync,int4;blocks=36;matmul=4096,3,14,h2d,0.005178720
sync,int4;blocks=36;matmul=4096,3,15,h2d,0.005175680
sync,int4;blocks=36;matmul=4096,3,16,h2d,0.005171520
sync,int4;blocks=36;matmul=4096,3,17,h2d,0.005193152
sync,int4;blocks=36;matmul=4096,3,18,h2d,0.005183008
sync,int4;blocks=36;matmul=4096,3,19,h2d,0.005201504
sync,int4;blocks=36;matmul=4096,3,20,h2d,0.005244448
sync,int4;blocks=36;matmul=4096,3,21,h2d,0.005165120
sync,int4;blocks=36;matmul=4096,3,22,h2d,0.005190240
sync,int4;blocks=36;matmul=4096,3,23,h2d,0.005355968
sync,int4;blocks=36;matmul=4096,3,24,h2d,0.005256224
sync,int4;blocks=36;matmul=4096,3,25,h2d,0.005380320
sync,int4;blocks=36;matmul=4096,3,26,h2d,0.005251168
sync,int4;blocks=36;matmul=4096,3,27,h2d,0.005207616
sync,int4;blocks=36;matmul=4096,3,28,h2d,0.005033632
sync,int4;blocks=36;matmul=4096,3,29,h2d,0.005035392
sync,int4;blocks=36;matmul=4096,3,30,h2d,0.005097152
sync,int4;blocks=36;matmul=4096,3,31,h2d,0.005071072
sync,int4;blocks=36;matmul=4096,3,32,h2d,0.005074720
sync,int4;blocks=36;matmul=4096,3,33,h2d,0.005015872
sync,int4;blocks=36;matmul=4096,3,34,h2d,0.005030336
sync,int4;blocks=36;matmul=4096,3,35,h2d,0.004988960
sync,int4;blocks=36;matmul=4096,3,0,compute,0.016798592
sync,int4;blocks=36;matmul=4096,3,1,compute,0.018770912
sync,int4;blocks=36;matmul=4096,3,2,compute,0.014693664
sync,int4;blocks=36;matmul=4096,3,3,compute,0.017525280
sync,int4;blocks=36;matmul=4096,3,4,compute,0.015503104
sync,int4;blocks=36;matmul=4096,3,5,compute,0.014641728
sync,int4;blocks=36;matmul=4096,3,6,compute,0.019245407
sync,int4;blocks=36;matmul=4096,3,7,compute,0.015500096
sync,int4;blocks=36;matmul=4096,3,8,compute,0.018299520
sync,int4;blocks=36;matmul=4096,3,9,compute,0.015997888
sync,int4;blocks=36;matmul=4096,3,10,compute,0.018741505
sync,int4;blocks=36;matmul=4096,3,11,compute,0.017287457
sync,int4;blocks=36;matmul=4096,3,12,compute,0.017256895
sync,int4;blocks=36;matmul=4096,3,13,compute,0.015897440
sync,int4;blocks=36;matmul=4096,3,14,compute,0.015828896
sync,int4;blocks=36;matmul=4096,3,15,compute,0.017459936
sync,int4;blocks=36;matmul=4096,3,16,compute,0.015836800
sync,int4;blocks=36;matmul=4096,3,17,compute,0.016048704
sync,int4;blocks=36;matmul=4096,3,18,compute,0.016448704
sync,int4;blocks=36;matmul=4096,3,19,compute,0.015723616
sync,int4;blocks=36;matmul=4096,3,20,compute,0.015373120
sync,int4;blocks=36;matmul=4096,3,21,compute,0.017125856
sync,int4;blocks=36;matmul=4096,3,22,compute,0.015062624
sync,int4;blocks=36;matmul=4096,3,23,compute,0.015793952
sync,int4;blocks=36;matmul=4096,3,24,compute,0.017040319
sync,int4;blocks=36;matmul=4096,3,25,compute,0.015383040
sync,int4;blocks=36;matmul=4096,3,26,compute,0.015376736
sync,int4;blocks=36;matmul=4096,3,27,compute,0.016137089
sync,int4;blocks=36;matmul=4096,3,28,compute,0.014807296
sync,int4;blocks=36;matmul=4096,3,29,compute,0.015970016
sync,int4;blocks=36;matmul=4096,3,30,compute,0.016215391
sync,int4;blocks=36;matmul=4096,3,31,compute,0.014825056
sync,int4;blocks=36;matmul=4096,3,32,compute,0.015824064
sync,int4;blocks=36;matmul=4096,3,33,compute,0.016028929
sync,int4;blocks=36;matmul=4096,3,34,compute,0.015378080
sync,int4;blocks=36;matmul=4096,3,35,compute,0.017256128
double_buffer,int4;blocks=36;matmul=4096,1,0,read,0.155637700
double_buffer,int4;blocks=36;matmul=4096,1,1,read,0.040198700
double_buffer,int4;blocks=36;matmul=4096,1,2,read,0.162306500
double_buffer,int4;blocks=36;matmul=4096,1,3,read,0.041643400
double_buffer,int4;blocks=36;matmul=4096,1,4,read,0.070141300
double_buffer,int4;blocks=36;matmul=4096,1,5,read,0.136500200
double_buffer,int4;blocks=36;matmul=4096,1,6,read,0.042286300
double_buffer,int4;blocks=36;matmul=4096,1,7,read,0.041871000
double_buffer,int4;blocks=36;matmul=4096,1,8,read,0.040232100
double_buffer,int4;blocks=36;matmul=4096,1,9,read,0.041629500
double_buffer,int4;blocks=36;matmul=4096,1,10,read,0.041031100
double_buffer,int4;blocks=36;matmul=4096,1,11,read,0.042504500
double_buffer,int4;blocks=36;matmul=4096,1,12,read,0.041617900
double_buffer,int4;blocks=36;matmul=4096,1,13,read,0.043664800
double_buffer,int4;blocks=36;matmul=4096,1,14,read,0.040114200
double_buffer,int4;blocks=36;matmul=4096,1,15,read,0.040711800
double_buffer,int4;blocks=36;matmul=4096,1,16,read,0.039700000
double_buffer,int4;blocks=36;matmul=4096,1,17,read,0.042247400
double_buffer,int4;blocks=36;matmul=4096,1,18,read,0.041834600
double_buffer,int4;blocks=36;matmul=4096,1,19,read,0.042339700
double_buffer,int4;blocks=36;matmul=4096,1,20,read,0.042471700
double_buffer,int4;blocks=36;matmul=4096,1,21,read,0.042761800
double_buffer,int4;blocks=36;matmul=4096,1,22,read,0.042006800
double_buffer,int4;blocks=36;matmul=4096,1,23,read,0.041513000
double_buffer,int4;blocks=36;matmul=4096,1,24,read,0.042269000
double_buffer,int4;blocks=36;matmul=4096,1,25,read,0.041528300
double_buffer,int4;blocks=36;matmul=4096,1,26,read,0.041495800
double_buffer,int4;blocks=36;matmul=4096,1,27,read,0.041960400
double_buffer,int4;blocks=36;matmul=4096,1,28,read,0.041385400
double_buffer,int4;blocks=36;matmul=4096,1,29,read,0.042081000
double_buffer,int4;blocks=36;matmul=4096,1,30,read,0.043131000
double_buffer,int4;blocks=36;matmul=4096,1,31,read,0.042105500
double_buffer,int4;blocks=36;matmul=4096,1,32,read,0.040896800
double_buffer,int4;blocks=36;matmul=4096,1,33,read,0.040879300
double_buffer,int4;blocks=36;matmul=4096,1,34,read,0.042799200
double_buffer,int4;blocks=36;matmul=4096,1,35,read,0.041952300
double_buffer,int4;blocks=36;matmul=4096,1,0,stage_copy,0.006284300
double_buffer,int4;blocks=36;matmul=4096,1,1,stage_copy,0.006204500
double_buffer,int4;blocks=36;matmul=4096,1,2,stage_copy,0.007127600
double_buffer,int4;blocks=36;matmul=4096,1,3,stage_copy,0.006527900
double_buffer,int4;blocks=36;matmul=4096,1,4,stage_copy,0.006527700
double_buffer,int4;blocks=36;matmul=4096,1,5,stage_copy,0.006098000
double_buffer,int4;blocks=36;matmul=4096,1,6,stage_copy,0.006512900
double_buffer,int4;blocks=36;matmul=4096,1,7,stage_copy,0.006449400
double_buffer,int4;blocks=36;matmul=4096,1,8,stage_copy,0.006117100
double_buffer,int4;blocks=36;matmul=4096,1,9,stage_copy,0.006271600
double_buffer,int4;blocks=36;matmul=4096,1,10,stage_copy,0.006419700
double_buffer,int4;blocks=36;matmul=4096,1,11,stage_copy,0.007131700
double_buffer,int4;blocks=36;matmul=4096,1,12,stage_copy,0.006171300
double_buffer,int4;blocks=36;matmul=4096,1,13,stage_copy,0.006725700
double_buffer,int4;blocks=36;matmul=4096,1,14,stage_copy,0.006440500
double_buffer,int4;blocks=36;matmul=4096,1,15,stage_copy,0.006395900
double_buffer,int4;blocks=36;matmul=4096,1,16,stage_copy,0.006773700
double_buffer,int4;blocks=36;matmul=4096,1,17,stage_copy,0.006410000
double_buffer,int4;blocks=36;matmul=4096,1,18,stage_copy,0.006348600
double_buffer,int4;blocks=36;matmul=4096,1,19,stage_copy,0.006072000
double_buffer,int4;blocks=36;matmul=4096,1,20,stage_copy,0.006007200
double_buffer,int4;blocks=36;matmul=4096,1,21,stage_copy,0.006708500
double_buffer,int4;blocks=36;matmul=4096,1,22,stage_copy,0.006716300
double_buffer,int4;blocks=36;matmul=4096,1,23,stage_copy,0.006982300
double_buffer,int4;blocks=36;matmul=4096,1,24,stage_copy,0.006632600
double_buffer,int4;blocks=36;matmul=4096,1,25,stage_copy,0.006613700
double_buffer,int4;blocks=36;matmul=4096,1,26,stage_copy,0.006994400
double_buffer,int4;blocks=36;matmul=4096,1,27,stage_copy,0.006496100
double_buffer,int4;blocks=36;matmul=4096,1,28,stage_copy,0.006180600
double_buffer,int4;blocks=36;matmul=4096,1,29,stage_copy,0.006703900
double_buffer,int4;blocks=36;matmul=4096,1,30,stage_copy,0.006357400
double_buffer,int4;blocks=36;matmul=4096,1,31,stage_copy,0.006845500
double_buffer,int4;blocks=36;matmul=4096,1,32,stage_copy,0.006571000
double_buffer,int4;blocks=36;matmul=4096,1,33,stage_copy,0.006535600
double_buffer,int4;blocks=36;matmul=4096,1,34,stage_copy,0.006109600
double_buffer,int4;blocks=36;matmul=4096,1,35,stage_copy,0.006045500
double_buffer,int4;blocks=36;matmul=4096,1,0,h2d,0.004964576
double_buffer,int4;blocks=36;matmul=4096,1,1,h2d,0.005040064
double_buffer,int4;blocks=36;matmul=4096,1,2,h2d,0.004953440
double_buffer,int4;blocks=36;matmul=4096,1,3,h2d,0.005002016
double_buffer,int4;blocks=36;matmul=4096,1,4,h2d,0.005045984
double_buffer,int4;blocks=36;matmul=4096,1,5,h2d,0.005031232
double_buffer,int4;blocks=36;matmul=4096,1,6,h2d,0.005028704
double_buffer,int4;blocks=36;matmul=4096,1,7,h2d,0.004998496
double_buffer,int4;blocks=36;matmul=4096,1,8,h2d,0.004960160
double_buffer,int4;blocks=36;matmul=4096,1,9,h2d,0.004963552
double_buffer,int4;blocks=36;matmul=4096,1,10,h2d,0.004805984
double_buffer,int4;blocks=36;matmul=4096,1,11,h2d,0.004967808
double_buffer,int4;blocks=36;matmul=4096,1,12,h2d,0.004883008
double_buffer,int4;blocks=36;matmul=4096,1,13,h2d,0.004811936
double_buffer,int4;blocks=36;matmul=4096,1,14,h2d,0.004730656
double_buffer,int4;blocks=36;matmul=4096,1,15,h2d,0.004681504
double_buffer,int4;blocks=36;matmul=4096,1,16,h2d,0.004650592
double_buffer,int4;blocks=36;matmul=4096,1,17,h2d,0.004700320
double_buffer,int4;blocks=36;matmul=4096,1,18,h2d,0.004674272
double_buffer,int4;blocks=36;matmul=4096,1,19,h2d,0.004614016
double_buffer,int4;blocks=36;matmul=4096,1,20,h2d,0.004686528
double_buffer,int4;blocks=36;matmul=4096,1,21,h2d,0.004599328
double_buffer,int4;blocks=36;matmul=4096,1,22,h2d,0.004579008
double_buffer,int4;blocks=36;matmul=4096,1,23,h2d,0.004612672
double_buffer,int4;blocks=36;matmul=4096,1,24,h2d,0.004656800
double_buffer,int4;blocks=36;matmul=4096,1,25,h2d,0.004617888
double_buffer,int4;blocks=36;matmul=4096,1,26,h2d,0.004692000
double_buffer,int4;blocks=36;matmul=4096,1,27,h2d,0.004837728
double_buffer,int4;blocks=36;matmul=4096,1,28,h2d,0.004713472
double_buffer,int4;blocks=36;matmul=4096,1,29,h2d,0.004796608
double_buffer,int4;blocks=36;matmul=4096,1,30,h2d,0.004711872
double_buffer,int4;blocks=36;matmul=4096,1,31,h2d,0.004604000
double_buffer,int4;blocks=36;matmul=4096,1,32,h2d,0.004702400
double_buffer,int4;blocks=36;matmul=4096,1,33,h2d,0.004653440
double_buffer,int4;blocks=36;matmul=4096,1,34,h2d,0.004772352
double_buffer,int4;blocks=36;matmul=4096,1,35,h2d,0.004606656
double_buffer,int4;blocks=36;matmul=4096,1,0,compute,0.016047104
double_buffer,int4;blocks=36;matmul=4096,1,1,compute,0.015174656
double_buffer,int4;blocks=36;matmul=4096,1,2,compute,0.016212992
double_buffer,int4;blocks=36;matmul=4096,1,3,compute,0.014566400
double_buffer,int4;blocks=36;matmul=4096,1,4,compute,0.018366465
double_buffer,int4;blocks=36;matmul=4096,1,5,compute,0.016452608
double_buffer,int4;blocks=36;matmul=4096,1,6,compute,0.016952320
double_buffer,int4;blocks=36;matmul=4096,1,7,compute,0.016268288
double_buffer,int4;blocks=36;matmul=4096,1,8,compute,0.017375233
double_buffer,int4;blocks=36;matmul=4096,1,9,compute,0.015640576
double_buffer,int4;blocks=36;matmul=4096,1,10,compute,0.017874945
double_buffer,int4;blocks=36;matmul=4096,1,11,compute,0.016474112
double_buffer,int4;blocks=36;matmul=4096,1,12,compute,0.015266816
double_buffer,int4;blocks=36;matmul=4096,1,13,compute,0.014565376
double_buffer,int4;blocks=36;matmul=4096,1,14,compute,0.016107519
double_buffer,int4;blocks=36;matmul=4096,1,15,compute,0.016793600
double_buffer,int4;blocks=36;matmul=4096,1,16,compute,0.017134592
double_buffer,int4;blocks=36;matmul=4096,1,17,compute,0.015272960
double_buffer,int4;blocks=36;matmul=4096,1,18,compute,0.015826944
double_buffer,int4;blocks=36;matmul=4096,1,19,compute,0.014827520
double_buffer,int4;blocks=36;matmul=4096,1,20,compute,0.015578112
double_buffer,int4;blocks=36;matmul=4096,1,21,compute,0.015087616
double_buffer,int4;blocks=36;matmul=4096,1,22,compute,0.014754816
double_buffer,int4;blocks=36;matmul=4096,1,23,compute,0.014524416
double_buffer,int4;blocks=36;matmul=4096,1,24,compute,0.013839360
double_buffer,int4;blocks=36;matmul=4096,1,25,compute,0.013838336
double_buffer,int4;blocks=36;matmul=4096,1,26,compute,0.014908416
double_buffer,int4;blocks=36;matmul=4096,1,27,compute,0.015282176
double_buffer,int4;blocks=36;matmul=4096,1,28,compute,0.015594496
double_buffer,int4;blocks=36;matmul=4096,1,29,compute,0.015085568
double_buffer,int4;blocks=36;matmul=4096,1,30,compute,0.014528512
double_buffer,int4;blocks=36;matmul=4096,1,31,compute,0.014468096
double_buffer,int4;blocks=36;matmul=4096,1,32,compute,0.015944704
double_buffer,int4;blocks=36;matmul=4096,1,33,compute,0.016851969
double_buffer,int4;blocks=36;matmul=4096,1,34,compute,0.014492672
double_buffer,int4;blocks=36;matmul=4096,1,35,compute,0.013577216
double_buffer,int4;blocks=36;matmul=4096,2,0,read,0.146592400
double_buffer,int4;blocks=36;matmul=4096,2,1,read,0.041153200
double_buffer,int4;blocks=36;matmul=4096,2,2,read,0.163161900
double_buffer,int4;blocks=36;matmul=4096,2,3,read,0.040950000
double_buffer,int4;blocks=36;matmul=4096,2,4,read,0.067637200
double_buffer,int4;blocks=36;matmul=4096,2,5,read,0.138179500
double_buffer,int4;blocks=36;matmul=4096,2,6,read,0.041014300
double_buffer,int4;blocks=36;matmul=4096,2,7,read,0.041663100
double_buffer,int4;blocks=36;matmul=4096,2,8,read,0.040533700
double_buffer,int4;blocks=36;matmul=4096,2,9,read,0.042222200
double_buffer,int4;blocks=36;matmul=4096,2,10,read,0.041515900
double_buffer,int4;blocks=36;matmul=4096,2,11,read,0.041225000
double_buffer,int4;blocks=36;matmul=4096,2,12,read,0.040355700
double_buffer,int4;blocks=36;matmul=4096,2,13,read,0.041925700
double_buffer,int4;blocks=36;matmul=4096,2,14,read,0.042542800
double_buffer,int4;blocks=36;matmul=4096,2,15,read,0.040889700
double_buffer,int4;blocks=36;matmul=4096,2,16,read,0.040535500
double_buffer,int4;blocks=36;matmul=4096,2,17,read,0.041412300
double_buffer,int4;blocks=36;matmul=4096,2,18,read,0.040955900
double_buffer,int4;blocks=36;matmul=4096,2,19,read,0.042890300
double_buffer,int4;blocks=36;matmul=4096,2,20,read,0.042177500
double_buffer,int4;blocks=36;matmul=4096,2,21,read,0.041157300
double_buffer,int4;blocks=36;matmul=4096,2,22,read,0.041872100
double_buffer,int4;blocks=36;matmul=4096,2,23,read,0.041063600
double_buffer,int4;blocks=36;matmul=4096,2,24,read,0.044937400
double_buffer,int4;blocks=36;matmul=4096,2,25,read,0.041500800
double_buffer,int4;blocks=36;matmul=4096,2,26,read,0.041636300
double_buffer,int4;blocks=36;matmul=4096,2,27,read,0.041668600
double_buffer,int4;blocks=36;matmul=4096,2,28,read,0.040997700
double_buffer,int4;blocks=36;matmul=4096,2,29,read,0.061531600
double_buffer,int4;blocks=36;matmul=4096,2,30,read,0.041000000
double_buffer,int4;blocks=36;matmul=4096,2,31,read,0.041376100
double_buffer,int4;blocks=36;matmul=4096,2,32,read,0.039590600
double_buffer,int4;blocks=36;matmul=4096,2,33,read,0.042245500
double_buffer,int4;blocks=36;matmul=4096,2,34,read,0.041559200
double_buffer,int4;blocks=36;matmul=4096,2,35,read,0.041154500
double_buffer,int4;blocks=36;matmul=4096,2,0,stage_copy,0.006260000
double_buffer,int4;blocks=36;matmul=4096,2,1,stage_copy,0.006372000
double_buffer,int4;blocks=36;matmul=4096,2,2,stage_copy,0.006888300
double_buffer,int4;blocks=36;matmul=4096,2,3,stage_copy,0.006583300
double_buffer,int4;blocks=36;matmul=4096,2,4,stage_copy,0.006355800
double_buffer,int4;blocks=36;matmul=4096,2,5,stage_copy,0.006004800
double_buffer,int4;blocks=36;matmul=4096,2,6,stage_copy,0.007736200
double_buffer,int4;blocks=36;matmul=4096,2,7,stage_copy,0.006322700
double_buffer,int4;blocks=36;matmul=4096,2,8,stage_copy,0.006645700
double_buffer,int4;blocks=36;matmul=4096,2,9,stage_copy,0.006409500
double_buffer,int4;blocks=36;matmul=4096,2,10,stage_copy,0.006255200
double_buffer,int4;blocks=36;matmul=4096,2,11,stage_copy,0.006192600
double_buffer,int4;blocks=36;matmul=4096,2,12,stage_copy,0.006632400
double_buffer,int4;blocks=36;matmul=4096,2,13,stage_copy,0.006308300
double_buffer,int4;blocks=36;matmul=4096,2,14,stage_copy,0.006262000
double_buffer,int4;blocks=36;matmul=4096,2,15,stage_copy,0.006033200
double_buffer,int4;blocks=36;matmul=4096,2,16,stage_copy,0.005939200
double_buffer,int4;blocks=36;matmul=4096,2,17,stage_copy,0.006140600
double_buffer,int4;blocks=36;matmul=4096,2,18,stage_copy,0.006285800
double_buffer,int4;blocks=36;matmul=4096,2,19,stage_copy,0.006063300
double_buffer,int4;blocks=36;matmul=4096,2,20,stage_copy,0.006290500
double_buffer,int4;blocks=36;matmul=4096,2,21,stage_copy,0.006951200
double_buffer,int4;blocks=36;matmul=4096,2,22,stage_copy,0.007137400
double_buffer,int4;blocks=36;matmul=4096,2,23,stage_copy,0.006716200
double_buffer,int4;blocks=36;matmul=4096,2,24,stage_copy,0.006149300
double_buffer,int4;blocks=36;matmul=4096,2,25,stage_copy,0.006142900
double_buffer,int4;blocks=36;matmul=4096,2,26,stage_copy,0.006319800
double_buffer,int4;blocks=36;matmul=4096,2,27,stage_copy,0.006323900
double_buffer,int4;blocks=36;matmul=4096,2,28,stage_copy,0.006722000
double_buffer,int4;blocks=36;matmul=4096,2,29,stage_copy,0.006718100
double_buffer,int4;blocks=36;matmul=4096,2,30,stage_copy,0.006035900
double_buffer,int4;blocks=36;matmul=4096,2,31,stage_copy,0.006280400
double_buffer,int4;blocks=36;matmul=4096,2,32,stage_copy,0.005783400
double_buffer,int4;blocks=36;matmul=4096,2,33,stage_copy,0.005848600
double_buffer,int4;blocks=36;matmul=4096,2,34,stage_copy,0.005797900
double_buffer,int4;blocks=36;matmul=4096,2,35,stage_copy,0.005911700
double_buffer,int4;blocks=36;matmul=4096,2,0,h2d,0.004568320
double_buffer,int4;blocks=36;matmul=4096,2,1,h2d,0.004608672
double_buffer,int4;blocks=36;matmul=4096,2,2,h2d,0.004707456
double_buffer,int4;blocks=36;matmul=4096,2,3,h2d,0.004669184
double_buffer,int4;blocks=36;matmul=4096,2,4,h2d,0.004599680
double_buffer,int4;blocks=36;matmul=4096,2,5,h2d,0.004660128
double_buffer,int4;blocks=36;matmul=4096,2,6,h2d,0.004661248
double_buffer,int4;blocks=36;matmul=4096,2,7,h2d,0.004616928
double_buffer,int4;blocks=36;matmul=4096,2,8,h2d,0.004974944
double_buffer,int4;blocks=36;matmul=4096,2,9,h2d,0.004594112
double_buffer,int4;blocks=36;matmul=4096,2,10,h2d,0.004683392
double_buffer,int4;blocks=36;matmul=4096,2,11,h2d,0.004754432
double_buffer,int4;blocks=36;matmul=4096,2,12,h2d,0.004589120
double_buffer,int4;blocks=36;matmul=4096,2,13,h2d,0.004612768
double_buffer,int4;blocks=36;matmul=4096,2,14,h2d,0.004590112
double_buffer,int4;blocks=36;matmul=4096,2,15,h2d,0.004573856
double_buffer,int4;blocks=36;matmul=4096,2,16,h2d,0.004603168
double_buffer,int4;blocks=36;matmul=4096,2,17,h2d,0.004673280
double_buffer,int4;blocks=36;matmul=4096,2,18,h2d,0.004618560
double_buffer,int4;blocks=36;matmul=4096,2,19,h2d,0.004592384
double_buffer,int4;blocks=36;matmul=4096,2,20,h2d,0.004609504
double_buffer,int4;blocks=36;matmul=4096,2,21,h2d,0.004699616
double_buffer,int4;blocks=36;matmul=4096,2,22,h2d,0.004847872
double_buffer,int4;blocks=36;matmul=4096,2,23,h2d,0.004648576
double_buffer,int4;blocks=36;matmul=4096,2,24,h2d,0.004685344
double_buffer,int4;blocks=36;matmul=4096,2,25,h2d,0.004776544
double_buffer,int4;blocks=36;matmul=4096,2,26,h2d,0.004629760
double_buffer,int4;blocks=36;matmul=4096,2,27,h2d,0.004638208
double_buffer,int4;blocks=36;matmul=4096,2,28,h2d,0.004725088
double_buffer,int4;blocks=36;matmul=4096,2,29,h2d,0.004664256
double_buffer,int4;blocks=36;matmul=4096,2,30,h2d,0.004619744
double_buffer,int4;blocks=36;matmul=4096,2,31,h2d,0.004662336
double_buffer,int4;blocks=36;matmul=4096,2,32,h2d,0.004584128
double_buffer,int4;blocks=36;matmul=4096,2,33,h2d,0.004641152
double_buffer,int4;blocks=36;matmul=4096,2,34,h2d,0.004599904
double_buffer,int4;blocks=36;matmul=4096,2,35,h2d,0.004585696
double_buffer,int4;blocks=36;matmul=4096,2,0,compute,0.017076223
double_buffer,int4;blocks=36;matmul=4096,2,1,compute,0.015068160
double_buffer,int4;blocks=36;matmul=4096,2,2,compute,0.014928896
double_buffer,int4;blocks=36;matmul=4096,2,3,compute,0.015677440
double_buffer,int4;blocks=36;matmul=4096,2,4,compute,0.015172608
double_buffer,int4;blocks=36;matmul=4096,2,5,compute,0.014384128
double_buffer,int4;blocks=36;matmul=4096,2,6,compute,0.015230976
double_buffer,int4;blocks=36;matmul=4096,2,7,compute,0.014778368
double_buffer,int4;blocks=36;matmul=4096,2,8,compute,0.016335873
double_buffer,int4;blocks=36;matmul=4096,2,9,compute,0.016243711
double_buffer,int4;blocks=36;matmul=4096,2,10,compute,0.015097856
double_buffer,int4;blocks=36;matmul=4096,2,11,compute,0.013388800
double_buffer,int4;blocks=36;matmul=4096,2,12,compute,0.013417472
double_buffer,int4;blocks=36;matmul=4096,2,13,compute,0.013378560
double_buffer,int4;blocks=36;matmul=4096,2,14,compute,0.014608384
double_buffer,int4;blocks=36;matmul=4096,2,15,compute,0.014896128
double_buffer,int4;blocks=36;matmul=4096,2,16,compute,0.013679616
double_buffer,int4;blocks=36;matmul=4096,2,17,compute,0.013313024
double_buffer,int4;blocks=36;matmul=4096,2,18,compute,0.013211648
double_buffer,int4;blocks=36;matmul=4096,2,19,compute,0.013313024
double_buffer,int4;blocks=36;matmul=4096,2,20,compute,0.014436352
double_buffer,int4;blocks=36;matmul=4096,2,21,compute,0.015075328
double_buffer,int4;blocks=36;matmul=4096,2,22,compute,0.014153728
double_buffer,int4;blocks=36;matmul=4096,2,23,compute,0.015308800
double_buffer,int4;blocks=36;matmul=4096,2,24,compute,0.014142464
double_buffer,int4;blocks=36;matmul=4096,2,25,compute,0.013392896
double_buffer,int4;blocks=36;matmul=4096,2,26,compute,0.014663680
double_buffer,int4;blocks=36;matmul=4096,2,27,compute,0.015121408
double_buffer,int4;blocks=36;matmul=4096,2,28,compute,0.013700096
double_buffer,int4;blocks=36;matmul=4096,2,29,compute,0.014630912
double_buffer,int4;blocks=36;matmul=4096,2,30,compute,0.014729216
double_buffer,int4;blocks=36;matmul=4096,2,31,compute,0.015557632
double_buffer,int4;blocks=36;matmul=4096,2,32,compute,0.013580288
double_buffer,int4;blocks=36;matmul=4096,2,33,compute,0.013402112
double_buffer,int4;blocks=36;matmul=4096,2,34,compute,0.013461504
double_buffer,int4;blocks=36;matmul=4096,2,35,compute,0.014669824
double_buffer,int4;blocks=36;matmul=4096,3,0,read,0.153636400
double_buffer,int4;blocks=36;matmul=4096,3,1,read,0.041116300
double_buffer,int4;blocks=36;matmul=4096,3,2,read,0.161102600
double_buffer,int4;blocks=36;matmul=4096,3,3,read,0.042034800
double_buffer,int4;blocks=36;matmul=4096,3,4,read,0.068663900
double_buffer,int4;blocks=36;matmul=4096,3,5,read,0.142024400
double_buffer,int4;blocks=36;matmul=4096,3,6,read,0.040804600
double_buffer,int4;blocks=36;matmul=4096,3,7,read,0.039592400
double_buffer,int4;blocks=36;matmul=4096,3,8,read,0.041718500
double_buffer,int4;blocks=36;matmul=4096,3,9,read,0.041667800
double_buffer,int4;blocks=36;matmul=4096,3,10,read,0.041624000
double_buffer,int4;blocks=36;matmul=4096,3,11,read,0.045740500
double_buffer,int4;blocks=36;matmul=4096,3,12,read,0.041805600
double_buffer,int4;blocks=36;matmul=4096,3,13,read,0.042777500
double_buffer,int4;blocks=36;matmul=4096,3,14,read,0.040574500
double_buffer,int4;blocks=36;matmul=4096,3,15,read,0.040887300
double_buffer,int4;blocks=36;matmul=4096,3,16,read,0.040523100
double_buffer,int4;blocks=36;matmul=4096,3,17,read,0.042787700
double_buffer,int4;blocks=36;matmul=4096,3,18,read,0.041973500
double_buffer,int4;blocks=36;matmul=4096,3,19,read,0.041007000
double_buffer,int4;blocks=36;matmul=4096,3,20,read,0.043020600
double_buffer,int4;blocks=36;matmul=4096,3,21,read,0.042122600
double_buffer,int4;blocks=36;matmul=4096,3,22,read,0.042534800
double_buffer,int4;blocks=36;matmul=4096,3,23,read,0.042030500
double_buffer,int4;blocks=36;matmul=4096,3,24,read,0.041665400
double_buffer,int4;blocks=36;matmul=4096,3,25,read,0.041354500
double_buffer,int4;blocks=36;matmul=4096,3,26,read,0.041453200
double_buffer,int4;blocks=36;matmul=4096,3,27,read,0.040770400
double_buffer,int4;blocks=36;matmul=4096,3,28,read,0.040554000
double_buffer,int4;blocks=36;matmul=4096,3,29,read,0.040513300
double_buffer,int4;blocks=36;matmul=4096,3,30,read,0.042043500
double_buffer,int4;blocks=36;matmul=4096,3,31,read,0.040066400
double_buffer,int4;blocks=36;matmul=4096,3,32,read,0.040154200
double_buffer,int4;blocks=36;matmul=4096,3,33,read,0.042209200
double_buffer,int4;blocks=36;matmul=4096,3,34,read,0.041358800
double_buffer,int4;blocks=36;matmul=4096,3,35,read,0.042062300
double_buffer,int4;blocks=36;matmul=4096,3,0,stage_copy,0.006772900
double_buffer,int4;blocks=36;matmul=4096,3,1,stage_copy,0.006441900
double_buffer,int4;blocks=36;matmul=4096,3,2,stage_copy,0.006860300
double_buffer,int4;blocks=36;matmul=4096,3,3,stage_copy,0.006800700
double_buffer,int4;blocks=36;matmul=4096,3,4,stage_copy,0.006988300
double_buffer,int4;blocks=36;matmul=4096,3,5,stage_copy,0.006709200
double_buffer,int4;blocks=36;matmul=4096,3,6,stage_copy,0.006468700
double_buffer,int4;blocks=36;matmul=4096,3,7,stage_copy,0.006971800
double_buffer,int4;blocks=36;matmul=4096,3,8,stage_copy,0.006269700
double_buffer,int4;blocks=36;matmul=4096,3,9,stage_copy,0.006972900
double_buffer,int4;blocks=36;matmul=4096,3,10,stage_copy,0.008689900
double_buffer,int4;blocks=36;matmul=4096,3,11,stage_copy,0.008130300
